"CodeC","NoImmat","DateDebLoc","DateFinLoc","KmDeb","KmFin"
1022,"IMM0151","2023-10-21","2023-10-27",9985,10655
823,"IMM0151","2023-11-25","2023-11-29",10655,10887
3463,"IMM0151","2024-01-02","2024-01-11",10887,11242
1526,"IMM0151","2024-01-24","2024-01-28",11242,11471
3222,"IMM0151","2024-03-01","2024-03-05",11471,11866
2911,"IMM0151","2024-03-06","2024-03-11",11866,12340
333,"IMM0151","2024-03-18","2024-03-22",12340,12586
3170,"IMM0151","2024-04-26","2024-05-06",12586,13358
1543,"IMM0151","2024-05-02","2024-05-04",13358,13443
2796,"IMM0151","2024-06-29","2024-07-07",13443,13577
3728,"IMM0151","2024-07-12","2024-07-16",13577,13807
1641,"IMM0151","2024-08-01","2024-08-10",13807,13959
2901,"IMM0151","2024-08-10","2024-08-15",13959,14357
2774,"IMM0151","2024-08-19","2024-08-22",14357,14871
3845,"IMM0151","2024-10-17","2024-10-24",14871,15575
1325,"IMM0151","2024-11-11","2024-11-18",15575,15631
1493,"IMM0151","2024-11-27","2024-12-01",15631,16018
3519,"IMM0151","2024-12-30","2024-12-31",16018,16090
2379,"IMM0152","2023-01-13","2023-01-22",4992,5740
3770,"IMM0152","2023-01-15","2023-01-20",5740,6188
965,"IMM0152","2023-03-22","2023-03-25",6188,6478
684,"IMM0152","2023-04-21","2023-05-01",6478,7240
72,"IMM0152","2023-05-07","2023-05-08",7240,7435
2369,"IMM0152","2023-08-11","2023-08-13",7435,7855
2760,"IMM0152","2023-08-27","2023-08-29",7855,8411
2678,"IMM0152","2024-01-18","2024-01-27",8411,8866
1784,"IMM0152","2024-02-06","2024-02-14",8866,9131
2730,"IMM0152","2024-03-19","2024-03-23",9131,9388
1359,"IMM0152","2024-03-23","2024-03-31",9388,9473
1070,"IMM0152","2024-05-08","2024-05-17",9473,10130
3292,"IMM0152","2024-05-22","2024-05-29",10130,10624
4110,"IMM0152","2024-06-05","2024-06-12",10624,11219
3023,"IMM0152","2024-06-21","2024-06-30",11219,11544
1742,"IMM0152","2024-06-30","2024-07-02",11544,11685
3156,"IMM0152","2024-07-28","2024-07-31",11685,11803
487,"IMM0152","2024-08-02","2024-08-09",11803,12216
691,"IMM0152","2024-08-05","2024-08-10",12216,12983
2074,"IMM0152","2024-08-06","2024-08-14",12983,13244
3298,"IMM0152","2024-08-06","2024-08-12",13244,13994
2378,"IMM0152","2024-08-08","2024-08-12",13994,14124
150,"IMM0152","2024-08-20","2024-08-26",14124,14536
3596,"IMM0152","2024-09-06","2024-09-14",14536,14653
371,"IMM0152","2024-09-13","2024-09-17",14653,15399
451,"IMM0152","2024-09-13","2024-09-16",15399,15921
2708,"IMM0152","2024-09-18","2024-09-28",15921,16395
340,"IMM0152","2024-09-22","2024-10-01",16395,17089
4472,"IMM0152","2024-09-29","2024-10-09",17089,17477
4490,"IMM0152","2024-10-04","2024-10-11",17477,18151
3698,"IMM0152","2024-10-23","2024-11-02",18151,18394
2718,"IMM0152","2024-11-14","2024-11-23",18394,18750
1670,"IMM0152","2024-11-23","2024-11-28",18750,18964
1543,"IMM0152","2024-12-13","2024-12-15",18964,19282
18,"IMM0153","2023-01-06","2023-01-12",1201,1312
2857,"IMM0153","2023-02-15","2023-02-16",1312,2043
649,"IMM0153","2023-02-16","2023-02-20",2043,2783
2182,"IMM0153","2023-02-18","2023-02-26",2783,3477
2235,"IMM0153","2023-04-14","2023-04-17",3477,4142
3290,"IMM0153","2023-04-17","2023-04-21",4142,4616
2087,"IMM0153","2023-04-21","2023-04-23",4616,4853
1408,"IMM0153","2023-04-29","2023-05-06",4853,5213
3705,"IMM0153","2023-05-08","2023-05-11",5213,5590
2187,"IMM0153","2023-05-23","2023-05-27",5590,6356
1461,"IMM0153","2023-06-21","2023-06-26",6356,6754
1736,"IMM0153","2023-06-22","2023-07-02",6754,7545
3260,"IMM0153","2023-10-07","2023-10-08",7545,7891
1037,"IMM0153","2023-10-11","2023-10-16",7891,7967
4399,"IMM0153","2023-10-26","2023-10-28",7967,8481
2320,"IMM0153","2023-11-06","2023-11-11",8481,8672
3010,"IMM0153","2023-11-21","2023-11-25",8672,9306
3279,"IMM0153","2023-12-08","2023-12-17",9306,10022
2765,"IMM0153","2023-12-20","2023-12-23",10022,10535
3544,"IMM0153","2024-03-10","2024-03-19",10535,10766
157,"IMM0153","2024-03-19","2024-03-29",10766,10916
4490,"IMM0153","2024-06-08","2024-06-17",10916,11070
1356,"IMM0153","2024-07-15","2024-07-18",11070,11434
3148,"IMM0153","2024-07-18","2024-07-25",11434,11609
2128,"IMM0153","2024-08-03","2024-08-06",11609,12208
321,"IMM0153","2024-08-11","2024-08-21",12208,12757
14,"IMM0153","2024-08-21","2024-08-24",12757,12815
3835,"IMM0153","2024-09-25","2024-10-05",12815,13587
126,"IMM0153","2024-10-01","2024-10-11",13587,14082
2023,"IMM0153","2024-10-20","2024-10-26",14082,14235
2607,"IMM0153","2024-10-30","2024-11-09",14235,14364
613,"IMM0153","2024-11-29","2024-12-07",14364,14763
1747,"IMM0153","2024-12-25","2024-12-29",14763,14933
2923,"IMM0154","2023-01-02","2023-01-04",921,1580
3397,"IMM0154","2023-01-08","2023-01-17",1580,1862
2382,"IMM0154","2023-01-26","2023-02-04",1862,2620
2467,"IMM0154","2023-02-06","2023-02-09",2620,2814
3378,"IMM0154","2023-02-22","2023-03-01",2814,3066
712,"IMM0154","2023-02-26","2023-03-04",3066,3425
1739,"IMM0154","2023-03-10","2023-03-11",3425,4082
241,"IMM0154","2023-03-13","2023-03-17",4082,4789
2550,"IMM0154","2023-03-30","2023-04-09",4789,4959
2022,"IMM0154","2023-04-13","2023-04-15",4959,5373
3121,"IMM0154","2023-04-28","2023-05-04",5373,5623
3107,"IMM0154","2023-05-19","2023-05-26",5623,6181
721,"IMM0154","2023-05-22","2023-05-26",6181,6641
2508,"IMM0154","2023-07-04","2023-07-11",6641,7413
1604,"IMM0154","2023-07-10","2023-07-16",7413,7548
2470,"IMM0154","2023-07-15","2023-07-21",7548,7770
1506,"IMM0154","2023-07-23","2023-08-01",7770,8474
1112,"IMM0154","2023-07-24","2023-07-28",8474,8666
2664,"IMM0154","2023-07-28","2023-08-01",8666,9032
4191,"IMM0154","2023-08-21","2023-08-27",9032,9824
1532,"IMM0154","2023-08-24","2023-09-03",9824,10331
1735,"IMM0154","2023-08-30","2023-09-04",10331,10991
3329,"IMM0154","2023-08-30","2023-09-05",10991,11489
3737,"IMM0154","2023-09-02","2023-09-08",11489,12101
1966,"IMM0154","2023-09-03","2023-09-07",12101,12505
1445,"IMM0154","2023-09-15","2023-09-17",12505,13240
4065,"IMM0154","2023-10-06","2023-10-07",13240,13989
3175,"IMM0154","2023-11-12","2023-11-17",13989,14045
3549,"IMM0154","2023-11-28","2023-12-03",14045,14185
1177,"IMM0154","2023-12-11","2023-12-15",14185,14943
626,"IMM0154","2023-12-20","2023-12-26",14943,15280
336,"IMM0154","2023-12-25","2023-12-28",15280,15645
2141,"IMM0154","2024-01-12","2024-01-20",15645,16210
1675,"IMM0154","2024-01-27","2024-01-28",16210,16723
2737,"IMM0154","2024-02-03","2024-02-04",16723,16882
3276,"IMM0154","2024-03-01","2024-03-05",16882,17077
4076,"IMM0154","2024-03-26","2024-03-27",17077,17321
2207,"IMM0154","2024-03-31","2024-04-10",17321,17488
2071,"IMM0154","2024-04-16","2024-04-18",17488,17554
2837,"IMM0154","2024-04-23","2024-04-26",17554,17993
3252,"IMM0154","2024-04-23","2024-04-27",17993,18466
2438,"IMM0154","2024-04-30","2024-05-03",18466,18991
1252,"IMM0154","2024-05-05","2024-05-07",18991,19232
3328,"IMM0154","2024-05-19","2024-05-24",19232,19982
2567,"IMM0154","2024-05-25","2024-05-30",19982,20239
3175,"IMM0154","2024-06-28","2024-07-06",20239,20717
4176,"IMM0154","2024-07-17","2024-07-25",20717,21392
3552,"IMM0154","2024-08-12","2024-08-20",21392,22116
2505,"IMM0154","2024-09-04","2024-09-11",22116,22656
1524,"IMM0154","2024-10-24","2024-10-31",22656,23316
4210,"IMM0154","2024-11-17","2024-11-24",23316,24092
1594,"IMM0154","2024-12-02","2024-12-03",24092,24233
4111,"IMM0155","2023-01-02","2023-01-10",20,649
2568,"IMM0155","2023-01-30","2023-02-06",649,772
2514,"IMM0155","2023-02-12","2023-02-14",772,833
3116,"IMM0155","2023-03-14","2023-03-21",833,954
3020,"IMM0155","2023-04-07","2023-04-17",954,1177
1557,"IMM0155","2023-04-07","2023-04-10",1177,1976
2764,"IMM0155","2023-05-03","2023-05-11",1976,2566
377,"IMM0155","2023-05-04","2023-05-13",2566,3132
2745,"IMM0155","2023-05-07","2023-05-08",3132,3615
123,"IMM0155","2023-05-16","2023-05-20",3615,3721
1824,"IMM0155","2023-05-19","2023-05-24",3721,4265
584,"IMM0155","2023-06-03","2023-06-05",4265,4503
404,"IMM0155","2023-06-11","2023-06-14",4503,5033
1742,"IMM0155","2023-06-25","2023-06-26",5033,5748
1139,"IMM0155","2023-07-08","2023-07-12",5748,6338
2971,"IMM0155","2023-07-31","2023-08-10",6338,6726
798,"IMM0155","2023-08-02","2023-08-05",6726,7382
1263,"IMM0155","2023-08-14","2023-08-15",7382,7907
1249,"IMM0155","2023-08-27","2023-08-30",7907,8158
375,"IMM0155","2023-10-17","2023-10-21",8158,8456
3045,"IMM0155","2023-10-17","2023-10-26",8456,8659
1824,"IMM0155","2023-10-31","2023-11-04",8659,9299
4432,"IMM0155","2023-11-12","2023-11-22",9299,10040
2944,"IMM0155","2023-12-01","2023-12-03",10040,10198
983,"IMM0155","2023-12-27","2023-12-31",10198,10889
4073,"IMM0155","2023-12-30","2024-01-07",10889,11188
4433,"IMM0155","2024-01-30","2024-02-07",11188,11854
1289,"IMM0155","2024-02-12","2024-02-20",11854,12468
3833,"IMM0155","2024-03-01","2024-03-08",12468,12966
4371,"IMM0155","2024-03-03","2024-03-06",12966,13267
3208,"IMM0155","2024-03-04","2024-03-05",13267,13967
2401,"IMM0155","2024-03-08","2024-03-11",13967,14150
3140,"IMM0155","2024-04-08","2024-04-15",14150,14536
853,"IMM0155","2024-04-15","2024-04-20",14536,14847
2132,"IMM0155","2024-05-10","2024-05-19",14847,15282
2776,"IMM0155","2024-05-14","2024-05-22",15282,15609
1622,"IMM0155","2024-06-11","2024-06-12",15609,16071
1272,"IMM0155","2024-07-07","2024-07-08",16071,16512
4325,"IMM0155","2024-07-11","2024-07-13",16512,16878
2448,"IMM0155","2024-07-17","2024-07-27",16878,17557
1011,"IMM0155","2024-07-28","2024-08-07",17557,18124
3597,"IMM0155","2024-08-03","2024-08-06",18124,18225
1419,"IMM0155","2024-08-20","2024-08-30",18225,18801
649,"IMM0155","2024-09-09","2024-09-11",18801,19064
83,"IMM0155","2024-09-09","2024-09-10",19064,19644
2226,"IMM0155","2024-09-21","2024-09-25",19644,20356
1790,"IMM0155","2024-09-30","2024-10-10",20356,20528
2373,"IMM0155","2024-10-18","2024-10-20",20528,21171
952,"IMM0155","2024-11-13","2024-11-15",21171,21938
3589,"IMM0155","2024-12-08","2024-12-18",21938,22408
2042,"IMM0155","2024-12-08","2024-12-12",22408,22479
2237,"IMM0156","2023-01-02","2023-01-03",2762,3344
4311,"IMM0156","2023-01-07","2023-01-13",3344,3511
3505,"IMM0156","2023-02-24","2023-02-28",3511,3696
1971,"IMM0156","2023-03-30","2023-04-08",3696,3852
1605,"IMM0156","2023-04-10","2023-04-18",3852,3916
2623,"IMM0156","2023-04-25","2023-05-03",3916,4695
2411,"IMM0156","2023-05-26","2023-05-28",4695,4783
1990,"IMM0156","2023-06-20","2023-06-28",4783,5253
1301,"IMM0156","2023-06-24","2023-06-27",5253,5727
2742,"IMM0156","2023-07-03","2023-07-13",5727,6051
1001,"IMM0156","2023-08-07","2023-08-13",6051,6232
2951,"IMM0156","2023-09-02","2023-09-11",6232,6497
4313,"IMM0156","2023-09-28","2023-10-04",6497,6632
3536,"IMM0156","2023-10-14","2023-10-18",6632,7004
4040,"IMM0156","2023-10-15","2023-10-24",7004,7129
972,"IMM0156","2023-10-17","2023-10-24",7129,7468
2278,"IMM0156","2023-10-17","2023-10-24",7468,7938
4100,"IMM0156","2023-12-12","2023-12-17",7938,8478
872,"IMM0156","2023-12-14","2023-12-18",8478,8702
481,"IMM0156","2024-01-22","2024-01-24",8702,8812
1457,"IMM0156","2024-02-23","2024-03-04",8812,9526
828,"IMM0156","2024-02-24","2024-03-01",9526,10109
2793,"IMM0156","2024-03-27","2024-03-29",10109,10259
3012,"IMM0156","2024-04-10","2024-04-19",10259,10392
990,"IMM0156","2024-06-16","2024-06-17",10392,10538
2337,"IMM0156","2024-07-25","2024-08-01",10538,10634
1079,"IMM0156","2024-08-07","2024-08-11",10634,11063
2048,"IMM0156","2024-08-08","2024-08-14",11063,11762
3254,"IMM0156","2024-08-27","2024-09-05",11762,11978
4180,"IMM0156","2024-08-29","2024-09-08",11978,12043
798,"IMM0156","2024-10-02","2024-10-07",12043,12142
4407,"IMM0156","2024-10-27","2024-10-29",12142,12335
1986,"IMM0156","2024-10-27","2024-11-02",12335,12824
1867,"IMM0156","2024-11-21","2024-11-23",12824,13282
4057,"IMM0156","2024-12-01","2024-12-08",13282,13736
402,"IMM0156","2024-12-24","2024-12-27",13736,14249
2442,"IMM0157","2023-01-02","2023-01-11",1837,2063
2549,"IMM0157","2023-01-13","2023-01-15",2063,2421
1918,"IMM0157","2023-02-01","2023-02-02",2421,2751
2422,"IMM0157","2023-02-16","2023-02-21",2751,3191
3805,"IMM0157","2023-03-20","2023-03-29",3191,3882
2431,"IMM0157","2023-03-22","2023-03-25",3882,4267
3381,"IMM0157","2023-04-01","2023-04-05",4267,4624
129,"IMM0157","2023-04-02","2023-04-03",4624,4767
3700,"IMM0157","2023-04-07","2023-04-14",4767,5355
1853,"IMM0157","2023-04-08","2023-04-12",5355,5688
2947,"IMM0157","2023-04-27","2023-04-28",5688,5800
2117,"IMM0157","2023-06-18","2023-06-20",5800,6483
2983,"IMM0157","2023-07-04","2023-07-06",6483,7215
710,"IMM0157","2023-07-09","2023-07-13",7215,7909
359,"IMM0157","2023-07-23","2023-07-27",7909,7985
3632,"IMM0157","2023-08-09","2023-08-16",7985,8434
578,"IMM0157","2023-08-24","2023-09-01",8434,8488
3172,"IMM0157","2023-08-27","2023-08-29",8488,8935
3293,"IMM0157","2023-09-19","2023-09-28",8935,9259
3390,"IMM0157","2023-10-09","2023-10-14",9259,10015
4412,"IMM0157","2023-11-11","2023-11-14",10015,10721
254,"IMM0157","2023-12-23","2024-01-02",10721,11305
4004,"IMM0157","2024-02-11","2024-02-14",11305,11898
2536,"IMM0157","2024-03-30","2024-04-08",11898,12020
4194,"IMM0157","2024-04-15","2024-04-17",12020,12617
3189,"IMM0157","2024-04-19","2024-04-29",12617,13069
1145,"IMM0157","2024-04-24","2024-04-28",13069,13406
2085,"IMM0157","2024-04-30","2024-05-05",13406,13513
2676,"IMM0157","2024-05-25","2024-05-31",13513,14013
1165,"IMM0157","2024-06-08","2024-06-13",14013,14573
3779,"IMM0157","2024-06-13","2024-06-16",14573,14707
1823,"IMM0157","2024-06-25","2024-07-05",14707,15176
1606,"IMM0157","2024-06-28","2024-07-05",15176,15382
210,"IMM0157","2024-07-12","2024-07-22",15382,15508
3344,"IMM0157","2024-07-22","2024-07-23",15508,16234
2233,"IMM0157","2024-07-22","2024-08-01",16234,16977
2413,"IMM0157","2024-07-23","2024-07-25",16977,17515
1291,"IMM0157","2024-07-28","2024-08-01",17515,17634
235,"IMM0157","2024-08-20","2024-08-22",17634,18133
458,"IMM0157","2024-09-22","2024-09-29",18133,18616
4318,"IMM0157","2024-10-04","2024-10-11",18616,18914
3588,"IMM0157","2024-10-10","2024-10-13",18914,19066
4470,"IMM0157","2024-10-25","2024-10-31",19066,19684
1766,"IMM0157","2024-11-16","2024-11-22",19684,20259
2050,"IMM0157","2024-12-03","2024-12-04",20259,20621
3944,"IMM0157","2024-12-22","2024-12-23",20621,21045
2962,"IMM0158","2023-01-19","2023-01-25",203,393
2828,"IMM0158","2023-01-19","2023-01-27",393,874
641,"IMM0158","2023-02-09","2023-02-15",874,952
1947,"IMM0158","2023-03-27","2023-03-31",952,1357
4205,"IMM0158","2023-04-01","2023-04-06",1357,1955
387,"IMM0158","2023-04-08","2023-04-17",1955,2432
538,"IMM0158","2023-04-14","2023-04-23",2432,2923
4232,"IMM0158","2023-04-18","2023-04-22",2923,2983
2072,"IMM0158","2023-04-25","2023-04-29",2983,3319
1189,"IMM0158","2023-05-02","2023-05-05",3319,3975
4064,"IMM0158","2023-05-24","2023-06-02",3975,4407
1777,"IMM0158","2023-06-12","2023-06-15",4407,4583
28,"IMM0158","2023-07-06","2023-07-08",4583,5362
1970,"IMM0158","2023-07-10","2023-07-14",5362,6008
4458,"IMM0158","2023-07-16","2023-07-26",6008,6280
79,"IMM0158","2023-10-12","2023-10-22",6280,6344
2299,"IMM0158","2023-11-20","2023-11-21",6344,6442
2026,"IMM0158","2023-11-22","2023-11-30",6442,6922
2824,"IMM0158","2023-12-10","2023-12-19",6922,7288
131,"IMM0158","2023-12-12","2023-12-14",7288,7649
348,"IMM0158","2023-12-21","2023-12-27",7649,8142
2727,"IMM0158","2024-01-12","2024-01-13",8142,8343
2884,"IMM0158","2024-01-29","2024-02-06",8343,8954
4002,"IMM0158","2024-02-02","2024-02-03",8954,9692
381,"IMM0158","2024-02-04","2024-02-14",9692,10074
462,"IMM0158","2024-02-09","2024-02-12",10074,10822
3777,"IMM0158","2024-02-24","2024-03-05",10822,11449
57,"IMM0158","2024-03-02","2024-03-07",11449,11899
1581,"IMM0158","2024-03-05","2024-03-12",11899,12568
558,"IMM0158","2024-03-08","2024-03-18",12568,13207
913,"IMM0158","2024-03-14","2024-03-23",13207,13454
4274,"IMM0158","2024-04-12","2024-04-19",13454,13777
4347,"IMM0158","2024-04-13","2024-04-22",13777,14019
3117,"IMM0158","2024-04-14","2024-04-17",14019,14487
3397,"IMM0158","2024-05-17","2024-05-19",14487,14959
1589,"IMM0158","2024-05-21","2024-05-28",14959,15464
3892,"IMM0158","2024-06-18","2024-06-20",15464,15980
3750,"IMM0158","2024-06-23","2024-06-29",15980,16219
3368,"IMM0158","2024-08-03","2024-08-13",16219,16992
2451,"IMM0158","2024-08-06","2024-08-09",16992,17747
3152,"IMM0158","2024-08-26","2024-09-05",17747,17898
2929,"IMM0158","2024-10-03","2024-10-08",17898,18672
4426,"IMM0158","2024-10-08","2024-10-18",18672,19195
4423,"IMM0158","2024-11-03","2024-11-12",19195,19991
721,"IMM0158","2024-11-27","2024-12-02",19991,20139
1133,"IMM0158","2024-12-06","2024-12-11",20139,20524
1343,"IMM0158","2024-12-10","2024-12-18",20524,21057
291,"IMM0158","2024-12-10","2024-12-16",21057,21146
4369,"IMM0158","2024-12-11","2024-12-19",21146,21541
1736,"IMM0159","2023-01-23","2023-02-01",3935,4163
4472,"IMM0159","2023-01-26","2023-01-28",4163,4531
137,"IMM0159","2023-02-11","2023-02-16",4531,4980
1450,"IMM0159","2023-03-05","2023-03-10",4980,5516
4366,"IMM0159","2023-03-24","2023-03-31",5516,6269
1606,"IMM0159","2023-03-24","2023-03-30",6269,6769
1516,"IMM0159","2023-04-14","2023-04-18",6769,7239
1332,"IMM0159","2023-04-14","2023-04-22",7239,7521
1906,"IMM0159","2023-04-26","2023-04-27",7521,8084
95,"IMM0159","2023-06-16","2023-06-20",8084,8447
2610,"IMM0159","2023-06-22","2023-06-27",8447,8814
3251,"IMM0159","2023-07-25","2023-08-03",8814,9154
2040,"IMM0159","2023-08-20","2023-08-23",9154,9268
345,"IMM0159","2023-09-04","2023-09-14",9268,9647
2425,"IMM0159","2023-09-29","2023-10-09",9647,10093
3430,"IMM0159","2023-10-11","2023-10-13",10093,10641
3773,"IMM0159","2023-10-13","2023-10-17",10641,10749
3869,"IMM0159","2023-10-30","2023-11-09",10749,10802
623,"IMM0159","2023-11-02","2023-11-12",10802,11477
4104,"IMM0159","2023-11-14","2023-11-19",11477,11933
3653,"IMM0159","2023-11-26","2023-12-03",11933,12052
3813,"IMM0159","2023-12-13","2023-12-14",12052,12713
3050,"IMM0159","2024-01-12","2024-01-14",12713,12857
325,"IMM0159","2024-01-30","2024-02-03",12857,13638
2877,"IMM0159","2024-03-16","2024-03-23",13638,14434
1336,"IMM0159","2024-03-24","2024-03-30",14434,14978
3260,"IMM0159","2024-03-28","2024-03-31",14978,15098
465,"IMM0159","2024-04-17","2024-04-27",15098,15182
1168,"IMM0159","2024-06-12","2024-06-21",15182,15258
2839,"IMM0159","2024-06-22","2024-06-30",15258,15912
2814,"IMM0159","2024-06-29","2024-07-05",15912,15985
197,"IMM0159","2024-07-01","2024-07-02",15985,16297
2440,"IMM0159","2024-07-03","2024-07-08",16297,16422
2822,"IMM0159","2024-07-04","2024-07-11",16422,16863
1952,"IMM0159","2024-07-10","2024-07-11",16863,17296
3677,"IMM0159","2024-08-10","2024-08-13",17296,17854
3056,"IMM0159","2024-08-13","2024-08-20",17854,18062
1536,"IMM0159","2024-08-28","2024-08-29",18062,18279
931,"IMM0159","2024-09-30","2024-10-08",18279,18655
4430,"IMM0159","2024-11-03","2024-11-13",18655,18888
1738,"IMM0159","2024-11-06","2024-11-16",18888,19655
4164,"IMM0160","2023-01-05","2023-01-14",696,1491
289,"IMM0160","2023-01-23","2023-01-31",1491,1992
2941,"IMM0160","2023-01-30","2023-02-07",1992,2690
2342,"IMM0160","2023-01-30","2023-02-06",2690,3092
4339,"IMM0160","2023-04-30","2023-05-06",3092,3834
3597,"IMM0160","2023-05-01","2023-05-10",3834,4264
3232,"IMM0160","2023-05-25","2023-05-30",4264,4689
719,"IMM0160","2023-06-06","2023-06-16",4689,4922
2270,"IMM0160","2023-06-09","2023-06-12",4922,5431
1984,"IMM0160","2023-07-09","2023-07-14",5431,5876
4409,"IMM0160","2023-07-10","2023-07-13",5876,6594
2976,"IMM0160","2023-07-17","2023-07-19",6594,7052
2834,"IMM0160","2023-07-18","2023-07-21",7052,7289
4272,"IMM0160","2023-07-29","2023-08-06",7289,7551
2673,"IMM0160","2023-08-10","2023-08-12",7551,7689
3826,"IMM0160","2023-08-21","2023-08-29",7689,8282
3222,"IMM0160","2023-08-21","2023-08-25",8282,8597
557,"IMM0160","2023-10-05","2023-10-10",8597,8938
3920,"IMM0160","2023-10-11","2023-10-19",8938,9439
2463,"IMM0160","2023-10-13","2023-10-21",9439,9906
1613,"IMM0160","2023-10-17","2023-10-27",9906,10412
634,"IMM0160","2023-10-28","2023-10-29",10412,10659
552,"IMM0160","2023-11-25","2023-12-04",10659,11258
3595,"IMM0160","2023-11-29","2023-12-02",11258,11817
3986,"IMM0160","2024-01-10","2024-01-20",11817,12295
449,"IMM0160","2024-01-20","2024-01-27",12295,13028
4419,"IMM0160","2024-02-02","2024-02-11",13028,13612
3130,"IMM0160","2024-02-06","2024-02-14",13612,14345
2317,"IMM0160","2024-03-04","2024-03-07",14345,14404
2708,"IMM0160","2024-03-06","2024-03-07",14404,15134
2658,"IMM0160","2024-04-12","2024-04-20",15134,15731
2426,"IMM0160","2024-04-15","2024-04-22",15731,15960
1182,"IMM0160","2024-04-21","2024-04-23",15960,16424
1715,"IMM0160","2024-05-02","2024-05-07",16424,16890
2708,"IMM0160","2024-05-04","2024-05-06",16890,17484
3316,"IMM0160","2024-05-08","2024-05-14",17484,17650
2836,"IMM0160","2024-05-18","2024-05-22",17650,17787
1087,"IMM0160","2024-06-01","2024-06-03",17787,18137
588,"IMM0160","2024-06-15","2024-06-19",18137,18916
